PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
8061,1,1,"Thomas, Miss. Lisa",male,37.98641284138989,1,1,A/5 261092,12.6886827518975,D134,S
8062,0,3,"Kaiser, Mr. James",male,16.16184825373355,0,0,68859,45.684722683422564,,C
8063,1,3,"Kirk, Mrs. Shelby",male,46.19809376941857,1,0,74354,177.260322210697,E99,C
8064,0,3,"Curtis, Master. Danielle",male,1.5891261790815605,0,0,SOTON/O 257862,127.97628180071845,,S
8065,1,3,"Lyons, Dr. Kristy",female,48.532437684956996,0,0,97570,52.68237771614073,G129,S
8066,0,3,"Morris, Miss. Kristen",male,37.703744549058854,0,0,59071,67.67938342724423,,S
8067,0,1,"Young, Master. Tyler",male,21.295198844000744,2,0,A/5 366771,62.21933605146123,,S
8068,0,3,"Mills, Miss. Jennifer",male,42.10168179789912,1,1,26841,58.06919434856872,,S
8069,0,3,"Schmidt, Master. Carol",male,15.330813389570181,0,1,37975,83.67074142081422,,S
8070,0,3,"Rivera, Mr. Elizabeth",female,31.609104761514253,0,0,56233,20.767411853941304,,S
8071,0,3,"Fuller, Master. Michael",male,33.33906823332033,1,0,A/5 410709,12.495002704737749,D119,S
8072,0,3,"Horn, Mr. Dennis",female,33.305887395426204,0,1,STON/O 796992,21.35843273830112,,S
8073,1,3,"Robertson, Dr. Courtney",female,18.243954200385154,0,0,PC 232774,2.491233670060799,,C
8074,1,3,"Lucas, Mrs. Willie",male,23.05491958699392,1,0,11533,170.6175960493026,,C
8075,1,1,"Cook, Master. Katie",female,31.774428126111413,1,1,PC 929003,67.25854856744625,F192,S
8076,0,3,"Peterson, Miss. Ann",male,19.825587598467898,0,2,PC 593697,12.003900967486791,E160,S
8077,0,3,"Fisher, Dr. Renee",male,33.80033911987252,0,0,PC 321060,14.771645698270582,,C
8078,0,2,"Boyd, Master. Tiffany",male,21.4022364448279,0,0,32401,245.37110726750336,,Q
8079,0,1,"Murphy, Dr. Katherine",male,44.000000365081405,0,0,A/5 511404,73.0740253661376,,S
8080,0,3,"Nichols, Dr. Pamela",female,51.8775893079931,0,0,23973,27.726631376910465,E189,S
8081,0,2,"Jones, Dr. Brooke",male,25.83550155479837,1,0,STON/O 539331,11.574579470209532,,S
8082,0,3,"Bell, Dr. Traci",male,42.883622653581476,1,1,93779,2.0634049788436513,F190,S
8083,0,3,"Gonzales, Miss. William",male,27.027736417927606,1,0,CA 805036,55.32909065072226,,C
8084,0,3,"Tate, Mr. Sonia",female,16.88996324562119,1,0,92156,75.70142815000965,,S
8085,1,3,"Johnson, Mr. Lisa",male,24.039951632227726,0,1,A/5 444386,5.700169179214168,G79,S
8086,1,3,"Marsh, Miss. Cheryl",female,31.197976370586982,0,0,35616,0.11963576928753135,,S
8087,1,2,"Booth, Dr. Briana",male,4.982592698020994,0,0,17527,22.113610756688708,,S
8088,1,1,"Hill, Miss. Richard",female,38.75919466023695,0,0,W.E.P. 457649,55.047995910915034,,S
8089,0,2,"Prince, Dr. Kelly",female,31.204291885109093,2,0,50910,128.71708241365036,,S
8090,1,1,"Williams, Dr. Jeremy",female,44.00761540456816,0,0,12861,105.8204458983168,,S
8091,1,3,"Escobar, Mrs. Craig",male,38.51392575279901,1,2,W.E.P. 876482,58.322070749994445,,S
8092,0,3,"Norman, Mr. Stephanie",male,31.679276440294437,0,0,90133,84.11444659273442,F106,C
8093,0,1,"Anderson, Miss. Tina",female,25.01831090510752,1,0,38246,21.992248668212575,,C
8094,1,2,"Kennedy, Master. Kyle",male,51.32006410384182,0,0,65280,14.058812223281436,,S
8095,0,3,"White, Dr. Deanna",male,60.378217615704465,2,0,74895,6.63158247640641,,S
8096,1,3,"Hernandez, Master. Mary",male,25.25190832916264,1,1,39215,10.022166981473033,,S
8097,0,1,"Myers, Mrs. Valerie",male,44.592108631835714,1,1,25611,164.74832912228257,,S
8098,0,3,"Oconnell, Mr. Mike",male,20.105504774485766,2,0,86320,132.9325870191429,C76,S
8099,0,2,"Maldonado, Dr. Christopher",male,21.77239664835316,2,1,CA 167221,2.402780177788788,A157,S
8100,0,1,"Nichols, Master. Leslie",male,24.592570679021016,2,0,STON/O 445956,31.738321484672284,,S
8101,1,1,"Crosby, Mrs. Kevin",male,39.58555762648889,0,0,PC 751605,23.366969266860064,G131,S
8102,1,3,"Smith, Mr. Cathy",male,14.951213879253189,0,0,36404,52.74636901180987,,C
8103,0,1,"Williams, Master. Christopher",male,51.699499178059284,0,0,57112,19.904494484271552,,S
8104,0,1,"Bailey, Miss. Michael",female,43.13021160322241,0,0,A/5 826411,16.467552543221895,F80,S
8105,1,2,"Cook, Dr. Brian",male,39.261212876004336,0,0,24280,82.81880858225675,C150,C
8106,0,3,"Potts, Mrs. Christopher",male,25.886594675962357,4,0,STON/O 220761,146.98218815148576,,S
8107,0,1,"Patel, Master. Jennifer",male,41.61282625799438,1,0,68095,11.332216487219908,,C
8108,0,2,"Thomas, Miss. Catherine",male,0.42,0,0,78882,13.413265020013993,,S
8109,1,2,"Joseph, Master. Misty",male,36.17261908889499,0,0,W.E.P. 126557,27.160260204052207,F174,S
8110,1,1,"Chen, Mrs. Eric",male,32.24170894727844,0,0,SOTON/O 365427,61.26036420371087,D78,Q
8111,0,3,"Abbott, Dr. Scott",female,3.592982086949476,0,0,CA 413000,9.139836943403628,,C
8112,0,1,"Chang, Mr. Michael",male,35.68754175825036,0,0,STON/O 983583,31.549327898563146,,S
8113,1,1,"Wood, Mr. Amy",female,38.272484162265016,1,0,CA 967166,91.89504975629488,,S
8114,1,3,"Moreno, Mr. Ryan",female,4.0477415723215024,0,0,SOTON/O 905798,13.333004198746224,,C
8115,0,2,"Moore, Mrs. Kayla",male,13.385200152870869,1,0,CA 237169,2.4417288769856844,E190,S
8116,0,1,"Hughes, Mr. Helen",male,58.90144812591332,1,0,60005,118.66514392760936,,S
8117,1,2,"Wolfe, Dr. Morgan",male,27.391050354565472,0,0,SC/Paris 302158,77.44810468927787,C56,S
8118,0,3,"Jones, Mrs. Jerry",female,43.658764832977425,0,0,A/5 500237,60.00027967526407,,C
8119,0,3,"Ramirez, Master. Kristy",female,45.775226940055454,0,3,PC 271292,4.569058296755207,,S
8120,0,3,"Hartman, Master. Jeffrey",female,35.51511539593375,0,1,SOTON/O 649239,114.79702072201401,E62,S
8121,0,3,"James, Mrs. Colleen",male,44.24137891664991,0,0,40769,18.211275261519184,B18,S
8122,1,3,"Black, Dr. Kimberly",female,0.42,1,0,60868,11.880586485385447,E176,S
8123,0,3,"Parker, Mrs. John",female,26.772588236470796,0,0,70449,33.42261119275556,A188,S
8124,1,3,"Brooks, Mrs. Nicholas",male,0.42,1,0,A/5 829521,128.06751748890503,,S
8125,0,2,"Taylor, Master. Joshua",male,5.554688696058527,0,0,33890,260.6473759008971,D120,C
8126,0,1,"Fisher, Mrs. Ryan",male,22.35579704221074,0,0,CA 610288,47.60999187965994,,S
8127,0,3,"Wheeler, Dr. James",male,20.684617854053464,0,0,21618,155.6225797103008,,S
8128,1,3,"Buchanan, Mr. Jasmine",female,30.579744047994716,1,2,21110,30.195893411655522,,C
8129,1,3,"Garrison, Dr. Jack",male,29.71089283755815,1,2,66292,1.5056961926120485,D191,S
8130,0,3,"Villegas, Dr. Lawrence",male,31.872394019737243,0,0,PC 352859,16.124140455025334,,S
8131,1,3,"Ochoa, Master. Victor",male,32.44593508082951,0,0,A/5 808513,17.96444948534423,,Q
8132,0,2,"Gross, Mr. Antonio",male,34.660918144441595,1,0,W.E.P. 771562,76.32556324011667,,Q
8133,1,2,"Hernandez, Miss. Jacob",male,16.573374516232533,1,0,79014,6.633405734545468,,C
8134,0,3,"Gutierrez, Mrs. Erin",female,19.85290752890678,0,0,57670,9.612797792141079,,S
8135,1,2,"Frederick, Mr. Jaime",male,29.483707169873462,1,0,28701,47.630831259528925,,C
8136,0,3,"Gray, Master. Kevin",male,29.70119869057907,1,1,W.E.P. 889097,6.998428619090047,,S
8137,0,3,"Smith, Mrs. Angela",male,14.853016885851819,0,0,86946,34.211025833498546,,S
8138,1,3,"Jackson, Master. Jonathan",male,45.14183133418272,2,0,A/5 546431,1.784809183693203,,Q
8139,0,1,"Rojas, Mrs. Caroline",male,40.14720948571156,2,0,CA 596334,55.26379708940722,,Q
8140,0,3,"Baker, Master. Patricia",male,17.9639664049162,0,0,91056,119.50165160154687,,C
8141,0,2,"Wood, Master. Andrew",male,27.0828758191664,1,1,58708,103.93125131187848,B73,S
8142,1,2,"Sanchez, Master. Timothy",male,58.133555111159616,0,0,CA 679172,3.823423828995863,,S
8143,1,3,"Green, Mrs. Joseph",male,32.248078529679944,1,1,90738,44.70249467023689,B142,Q
8144,0,2,"Ross, Miss. Joseph",male,35.53960337280092,0,0,90733,5.481834046722133,D140,C
8145,1,1,"Navarro, Mr. Arthur",female,21.474902284164187,0,2,SC/Paris 272565,2.750497035512744,,S
8146,0,2,"Chandler, Mrs. Regina",male,25.61643048060322,0,1,26749,47.1298135162711,,S
8147,0,3,"Davis, Miss. Richard",female,51.158563800967634,1,0,55453,42.485208113501585,G155,S
8148,1,2,"Clark, Mr. Sabrina",male,31.586121982095506,0,0,54391,4.9267146500172885,E151,S
8149,0,3,"Williams, Mrs. Abigail",male,29.00700493577966,0,0,SOTON/O 618402,22.303255733874458,,S
8150,0,3,"Campbell, Mr. Tonya",female,30.10697520311052,2,2,16405,19.03757558399234,A34,S
8151,0,3,"Stafford, Miss. Melissa",male,65.63535903781258,0,0,99857,20.96278033657931,,S
8152,1,3,"Brown, Master. Robert",male,30.557305044070386,1,1,86573,20.26255290900879,,S
8153,0,2,"Vaughn, Dr. Emily",male,18.37892621100958,0,0,62014,87.05034506140026,,C
8154,1,1,"Lucas, Mr. Jeffery",female,20.825087377386666,0,2,97652,21.817494492562226,,S
8155,1,2,"Mendez, Mrs. Jay",male,40.930584033433455,0,0,STON/O 158770,20.056310560361187,C130,S
8156,0,2,"Porter, Dr. Christopher",male,10.001264226945125,0,0,75016,1.5032300191330294,,S
8157,1,3,"Hill, Mr. Victoria",male,36.308161740499216,0,1,82075,78.12950334287976,,C
8158,0,1,"Brown, Mr. Hayden",female,19.866554612907805,0,0,CA 477556,53.92263286020751,,S
8159,0,2,"Johnson, Dr. Leslie",male,3.9772262096718904,1,1,CA 969814,20.88450610730678,F118,S
8160,1,3,"Stone, Master. Christina",male,16.27898896320967,1,0,87809,30.059401586972612,,S
8161,1,3,"Stokes, Mrs. Steven",male,30.385473335501235,0,0,94877,79.0117175921937,,S
8162,0,3,"Weaver, Mrs. Patrick",female,49.53234350889943,0,0,73113,21.096359624613665,D162,Q
8163,0,3,"Torres, Master. David",male,42.78661176725293,0,0,77478,32.06281235679091,,S
8164,0,3,"Gould, Miss. Joshua",male,25.888336833609458,2,0,PC 450036,0.9992466011162708,,S
8165,0,3,"Tran, Mr. Douglas",female,43.6106189774533,0,1,CA 724513,125.24560494292898,,S
8166,0,2,"Hall, Miss. Donald",male,25.005082390653236,0,0,31254,23.200382442657453,A21,S
8167,0,3,"Duran, Dr. Shannon",male,9.468837813557549,0,0,PC 336836,17.57963992078193,D59,S
8168,1,3,"Kelley, Mrs. Matthew",female,30.29522689885747,1,0,CA 851349,46.967522365062884,,S
8169,0,1,"Jordan, Dr. Jacob",female,8.916924069905015,0,0,62375,37.401057777236694,C191,C
8170,0,2,"Edwards, Mr. Jay",male,41.07971630479087,0,0,92646,25.618405521766174,,S
8171,1,3,"Jordan, Mrs. Timothy",male,41.28232124609629,0,0,SOTON/O 896528,127.77881865406559,,S
8172,1,3,"Garza, Dr. Patricia",male,17.68042084657633,1,0,SC/Paris 740332,22.547880283651995,,C
8173,0,1,"Ellis, Mrs. Sheryl",female,32.03836509555927,0,0,50794,321.0724260169371,,S
8174,0,1,"Mcneil, Mrs. Sylvia",female,31.904689278680177,1,1,STON/O 182833,77.82513500170717,,S
8175,1,3,"Johnson, Mrs. Lisa",male,42.20748734474138,0,0,28926,116.82178515076001,,S
8176,0,3,"Haynes, Miss. John",female,12.56904444422613,0,0,CA 291778,16.617019787804708,,S
8177,0,2,"Bryant, Dr. Courtney",female,38.392825329954526,3,0,SC/Paris 135039,3.641351497796863,,C
8178,1,2,"Galvan, Master. Marc",male,11.565230485922864,0,0,A/5 831184,27.167185260180197,,S
8179,0,3,"Williams, Mrs. Paul",male,40.88064232742019,0,1,A/5 289617,18.799073461037427,,S
8180,0,2,"Burke, Mr. James",male,44.87776361866404,1,0,W.E.P. 166351,3.129379722735428,G45,S
8181,0,3,"Coleman, Miss. Levi",male,20.625720489041505,0,1,10558,3.708356001345753,,C
8182,0,1,"Roberts, Miss. Samantha",female,47.06780413158155,1,0,24917,9.574297670959266,,S
8183,0,1,"Martinez, Master. Brent",female,7.963538517736961,0,0,20796,23.724317861633963,G21,C
8184,1,1,"Murray, Master. Eric",male,45.39416823294768,1,0,82824,136.85461709551208,,S
8185,0,2,"Mcintyre, Miss. Timothy",male,50.13838733427697,0,0,33666,53.61365188659302,,S
8186,0,1,"Green, Miss. Diana",male,34.84141271812145,0,0,40324,25.409185796060214,,S
8187,0,1,"Hurley, Dr. Melissa",female,27.262639065588946,0,0,17028,80.32194220742194,E85,S
8188,1,3,"Fernandez, Miss. Richard",male,34.37387748139892,0,2,STON/O 935158,42.02357466198547,,S
8189,0,1,"Murphy, Miss. Jeremy",male,21.54738283776422,0,0,14692,27.01693383631079,D2,Q
8190,0,3,"Bullock, Mrs. Raymond",male,66.74477350827841,1,0,66137,7.795738251878398,,S
8191,1,2,"Stevens, Master. Andrea",male,21.788561933919922,1,0,14552,130.89236477569065,,S
8192,0,3,"Chang, Dr. Misty",male,48.44361637520246,1,0,SC/Paris 221322,48.8933994352851,D40,S
8193,0,1,"Clark, Miss. Albert",female,19.622816156062008,0,0,PC 433287,28.924739927520736,,S
8194,0,2,"Wells, Dr. Norma",male,52.355315913051086,2,1,PC 633955,28.838173216340447,G106,S
8195,0,3,"Reilly, Master. April",male,58.17260014457237,1,0,26687,72.41605415166215,,S
8196,0,3,"Green, Miss. Jessica",male,35.403871354270805,1,1,SOTON/O 791762,9.889214939171351,,S
8197,1,3,"Martin, Mrs. Megan",male,34.0132017599401,2,1,32627,27.024903284374062,,S
8198,0,3,"Barker, Miss. Karla",male,16.6078936530159,1,0,SOTON/O 500142,3.2542277530678074,,S
8199,0,3,"Bass, Master. Jennifer",male,14.940653466044015,0,0,83737,4.164643770143413,,S
8200,0,2,"Rogers, Dr. Christine",female,34.17080447231879,0,0,PC 615036,37.35867448905247,,C
8201,0,3,"Lambert, Mrs. Nathan",male,50.41469468053569,0,0,STON/O 970648,23.96673448923803,G64,S
8202,0,3,"Wallace, Mr. Maria",male,22.325165151913573,0,1,W.E.P. 448308,63.56115981060262,,S
8203,1,3,"Smith, Mr. Lisa",male,60.911009049118604,0,0,61001,216.1164020089116,,C
8204,0,3,"Moore, Master. Jacqueline",female,21.457956845182267,1,0,71575,98.10078945721334,C112,S
8205,1,1,"Francis, Master. Jeffrey",male,33.21148717049959,0,0,73623,29.160717688519057,,S
8206,0,2,"Coleman, Mrs. Rodney",female,33.24823052965118,1,0,PC 160801,23.729320634407625,,S
8207,0,3,"Beard, Dr. Peter",male,28.578518746702763,0,0,99177,43.98206073065898,,S
8208,0,3,"Davis, Miss. Kenneth",male,1.3864147714327792,1,0,78861,4.806323894604278,,Q
8209,0,3,"Jones, Mr. Samuel",male,21.332976593967455,0,1,67802,219.74635042479272,,Q
8210,0,3,"Russell, Mr. Jonathan",female,32.794950092240214,0,2,SOTON/O 739821,198.14674116038717,,S
8211,0,2,"Day, Master. Charles",male,28.656208656277006,1,1,65628,128.1676582570348,,S
8212,1,1,"Crawford, Master. Trevor",male,38.90683723163896,0,0,STON/O 625946,54.265131586555015,D102,S
8213,0,1,"Lopez, Dr. Andrew",male,40.595702767885925,0,0,A/5 743235,34.970349148134225,,S
8214,0,3,"Forbes, Mrs. Jamie",male,26.638901543495262,1,1,97398,61.326199638107504,,S
8215,0,3,"Chan, Mr. Miranda",male,16.525974787583753,0,0,W.E.P. 561506,18.87257191327446,C67,S
8216,0,2,"Lynch, Dr. Nicole",male,51.676447875367785,0,1,70447,95.60463243764002,,S
8217,0,3,"Scott, Mrs. Lonnie",male,11.023527372780872,0,0,83564,7.229202829924895,,S
8218,0,1,"Underwood, Mr. Michelle",male,21.66569887194992,0,1,STON/O 441227,81.34837169410604,,C
8219,0,1,"Cruz, Miss. John",male,18.100561064366783,0,0,A/5 571854,101.05105022768734,C192,S
8220,1,3,"Robbins, Dr. Leslie",male,40.450406705229504,1,0,A/5 585168,9.326499108675055,,S
8221,1,2,"Thompson, Mr. Daniel",male,48.438307642728276,0,1,90580,32.559068633363545,,S
8222,0,3,"Walker, Mrs. Michael",male,27.568292742846772,1,1,51658,111.1205959718375,,S
8223,0,3,"Cross, Mr. Matthew",male,33.21687464468877,1,1,42251,160.06594875354492,F113,S
8224,1,3,"Davis, Miss. Troy",male,36.00280549384809,2,0,SC/Paris 886778,83.3968788091801,B99,Q
8225,0,1,"Chapman, Master. Molly",male,55.25605738024406,0,0,SC/Paris 198975,141.4354671845754,,Q
8226,0,3,"Gordon, Master. Charles",male,5.1699718090155145,0,0,48614,138.2297501911342,E162,S
8227,0,3,"Peters, Dr. Samantha",male,40.419106587777,1,1,95458,194.9050507591315,,S
8228,0,3,"Roberts, Mrs. Judy",male,35.271346471153045,2,0,70112,26.670377592574333,,C
8229,0,3,"Lee, Miss. Parker",male,24.808246646558516,1,0,30845,16.909665253270894,,S
8230,0,1,"Kennedy, Mrs. Amanda",male,34.56717430008414,0,1,PC 390384,50.11198378174059,,S
8231,0,1,"Davis, Dr. Collin",male,40.37160566161885,0,0,59871,10.465187703064297,,C
8232,0,3,"Valdez, Miss. Michelle",male,38.164277974759244,0,0,CA 215396,40.71101103190076,D193,Q
8233,1,3,"Clements, Mr. Kim",male,60.21900848282818,0,0,A/5 839462,43.2903098878063,,S
8234,0,2,"Ramirez, Master. Matthew",male,31.784742229111593,0,0,10498,82.10760518179598,B122,C
8235,0,1,"Nguyen, Mr. Brianna",female,30.37667256606457,1,0,SC/Paris 798673,22.454604359570325,G109,S
8236,0,3,"Sanders, Mr. Kevin",male,27.461817000623153,2,0,68402,46.04327486227167,,S
8237,1,2,"Cunningham, Mrs. Michael",female,37.74170372004244,0,0,SC/Paris 193941,116.79411548299181,,S
8238,1,1,"Nelson, Mrs. Beth",male,29.551184339196734,0,0,96638,27.387472445165766,,C
8239,1,1,"Hobbs, Dr. Betty",female,30.184928030906736,0,1,57904,42.39929036445184,,S
8240,0,2,"Russell, Mr. Timothy",male,30.249618040087594,0,0,61794,77.41152015520932,G81,C
8241,1,3,"Johnson, Mr. Shari",female,28.115480027138698,1,0,SC/Paris 999809,14.360291927166308,,S
8242,1,2,"Rodriguez, Mr. Michael",male,21.47858076986629,1,0,18654,5.455636715660218,,S
8243,0,1,"Beck, Master. Mary",male,35.85349153475675,1,1,67804,57.253871519677915,,S
8244,0,1,"Le, Miss. Lawrence",male,26.00933408976734,0,0,PC 209335,23.139712297816192,,S
8245,0,2,"Smith, Master. Andrew",female,38.591513039486216,0,1,33410,24.03133077976227,D116,S
8246,1,3,"Walker, Mr. Rebekah",female,31.55074680499196,1,0,PC 538092,133.02948054606287,,S
8247,0,1,"Barnett, Dr. Troy",male,24.587951731393346,2,0,PC 423230,26.20187214818627,,C
8248,0,3,"Hughes, Miss. Rebecca",male,51.9076256704909,0,0,16250,153.60707355740192,,Q
8249,1,1,"Lam, Miss. Derek",male,28.567623802342332,2,1,35426,5.623247471346411,,C
8250,1,1,"Hernandez, Mr. Andrea",male,38.71952220386529,0,0,94566,21.001819398091925,,S
8251,1,1,"Tucker, Dr. Amy",male,20.200239316110583,0,0,CA 690790,59.03605588543913,B161,S
8252,1,1,"Jordan, Master. Sabrina",female,1.642449364163486,1,0,PC 244442,6.733630328471538,B20,C
8253,0,3,"Dean, Mrs. Derrick",male,22.062011652521342,0,0,72296,24.47290821725891,E35,S
8254,1,3,"Lopez, Master. Sara",male,0.42,0,0,W.E.P. 355913,95.44117371320388,,C
8255,0,3,"Green, Miss. Amber",male,26.683919864530523,0,1,93102,71.72459953168895,,S
8256,1,1,"Wall, Dr. Ashley",male,50.56105820354675,2,0,56496,16.571551743334183,,Q
8257,0,1,"Baker, Mr. Ashley",male,17.326009690926888,0,0,W.E.P. 835941,22.03798717095184,,S
8258,1,2,"Rosales, Master. Adam",male,0.5153859936813632,0,0,54599,35.16822155342871,,S
8259,0,3,"Haynes, Miss. Tyler",male,51.00359787417537,0,0,85441,65.70573231170555,,C
8260,1,2,"Carter, Mrs. Omar",male,23.345033313460476,1,0,85466,8.236394414434624,,Q
8261,0,2,"Buchanan, Mr. William",male,29.77966264963837,0,0,48064,37.50211480468012,G4,S
8262,0,2,"Brown, Mr. Brian",male,41.03591956783508,0,0,99655,3.8095857044515347,C149,S
8263,1,1,"Pearson, Mrs. David",female,37.32441870984809,0,0,19230,25.35973812191813,,S
8264,0,3,"Robinson, Master. Larry",male,40.50717387456616,0,0,97849,10.597389891666694,,S
8265,1,3,"Olson, Miss. Marie",female,42.606005853635935,1,0,SOTON/O 862409,18.483713324339092,,S
8266,0,3,"Small, Master. Alicia",male,5.554395143747637,0,0,W.E.P. 976998,20.13489198380527,,S
8267,1,3,"Brown, Mrs. Jeffrey",male,10.19913163803973,2,0,W.E.P. 290768,73.51115053561963,,S
8268,0,3,"Powell, Dr. Dawn",male,46.396375276803774,0,0,A/5 748450,15.40517110183387,,S
8269,0,1,"Mcdonald, Dr. Robert",female,19.055651996716385,0,1,PC 141043,54.497019772568244,,S
8270,1,3,"Owens, Mrs. Walter",female,20.58295817051017,0,0,STON/O 665673,38.10101093973828,,S
8271,0,1,"Vasquez, Mr. Sabrina",male,12.320204689699548,1,0,23904,81.53964587899685,E51,S
8272,0,2,"Morales, Miss. Jason",male,24.33072954913525,0,0,28595,19.398638207993375,A12,S
8273,0,3,"Reynolds, Miss. Crystal",female,25.109575108417406,2,0,PC 388520,261.6006670386833,A146,S
8274,0,3,"Lewis, Mr. Andrew",male,16.875550372407794,0,0,35254,17.532719937969908,,S
8275,0,3,"Young, Dr. Leslie",male,15.256841571739578,0,0,86488,43.32108703745728,C88,S
8276,1,3,"Rose, Mr. Zachary",male,34.46128329045988,1,0,CA 180020,50.013238914768955,,S
8277,0,1,"Cantu, Dr. Timothy",male,18.69263026356199,0,0,CA 784186,38.627742204809124,,S
8278,0,2,"Ortiz, Master. Michael",male,21.51162840230434,0,0,A/5 787010,97.8932232596324,F160,C
8279,0,1,"Lutz, Mrs. Lee",male,0.42,0,2,29587,5.994306588006553,G10,S
8280,0,3,"Wang, Dr. Brianna",female,57.134803395434346,1,1,67775,45.47407436301084,,S
8281,0,3,"Combs, Mr. Mark",male,43.18553641264581,2,0,CA 295014,35.29465057055532,F20,S
8282,1,2,"Cole, Mrs. Jon",male,23.072715253422814,0,0,78704,26.99661746055646,,S
8283,1,1,"Jimenez, Dr. David",male,17.412866900791915,0,1,W.E.P. 848799,21.249309798050188,E182,S
8284,0,3,"Campbell, Mr. Christopher",male,30.15244316126375,0,0,80179,8.295807784464678,,C
8285,0,3,"Riggs, Master. Michael",male,29.768529745632843,0,0,12959,52.48724151315264,,C
8286,1,3,"Rodriguez, Mr. Kristin",female,12.13646802679494,2,1,50446,6.261769908740761,C154,Q
8287,0,1,"Smith, Master. Brian",female,0.42,0,1,STON/O 229179,88.39031360010127,,S
8288,0,3,"Garrett, Mrs. Sarah",male,22.634937294766637,0,0,A/5 140059,29.68553279102227,A119,Q
8289,0,3,"Henry, Master. Michael",female,8.112756567406812,2,0,97634,46.496503484609754,,S
8290,0,1,"Martinez, Dr. Linda",male,32.39931925412959,0,0,CA 245382,4.049960581254365,,S
8291,1,3,"Bennett, Master. Jeremy",male,32.49314193324944,0,0,SOTON/O 493867,4.9023068500727796,,S
8292,1,3,"Blair, Mr. Jeffrey",male,16.375022223213282,1,0,49217,13.452849485741442,,S
8293,0,2,"Beck, Dr. Paige",female,22.51582025282366,0,1,52125,75.6477555882738,,C
8294,0,3,"Terrell, Master. Patricia",female,54.68258368769317,1,0,85536,33.260305011211635,,S
8295,1,3,"Stephenson, Mr. Alexandria",male,40.851799367793475,0,0,86850,18.615478065572898,C139,S
8296,1,3,"Tran, Mrs. Lisa",male,23.668461210075343,0,0,48413,94.6774572174553,G81,C
8297,0,1,"Hudson, Miss. Karen",male,62.0874305771037,1,0,71360,10.654120722133129,F182,C
8298,1,3,"Wilson, Mr. Troy",male,13.242876232396974,0,2,W.E.P. 781398,15.020345486398929,,S
8299,0,1,"Cooper, Dr. Shannon",male,18.622273852568235,2,0,PC 758452,74.96901168225105,,S
8300,1,3,"Acosta, Mrs. Rhonda",male,28.45280161008902,1,0,54497,1.3708772668789864,,S
8301,1,3,"Alvarado, Mrs. Jasmin",female,8.565901084731582,3,0,STON/O 629111,12.443172941369172,,S
8302,0,1,"Bradshaw, Mrs. Leslie",female,55.06432830478985,1,1,70259,36.83752671733058,,S
8303,1,1,"Brown, Master. Tina",male,32.564128541929925,0,1,69774,123.27603833688879,A123,S
8304,0,3,"Schaefer, Mrs. Jeffrey",male,18.940716003402876,0,0,56675,15.45398532278625,A166,S
8305,0,2,"Garcia, Mrs. Marcus",female,36.26901731966666,0,0,W.E.P. 552257,11.982459812216813,,S
8306,0,3,"Reynolds, Miss. Evelyn",female,32.044781876170475,0,0,53245,184.27710385725265,B113,S
8307,0,3,"Morales, Master. Aaron",male,25.734884822238147,0,2,A/5 320672,37.17096612871073,,C
8308,0,3,"Alexander, Mr. Mark",male,13.080787664499276,0,0,23887,3.227393612795219,,S
8309,0,3,"Smith, Mr. Timothy",female,9.893033042592503,1,0,PC 456529,16.182122847583077,,S
8310,0,2,"Lawrence, Dr. James",female,60.61521396420517,0,0,SOTON/O 670857,38.1422464176734,E178,S
8311,0,2,"Rodriguez, Mrs. Robert",male,11.06171160846004,0,0,81070,3.735243802092304,,S
8312,0,3,"Gilbert, Dr. Brandy",male,53.77151727091926,0,0,SOTON/O 894225,58.9724108764207,,S
8313,0,3,"Meyer, Mr. Randy",male,18.17337193337662,1,0,STON/O 419595,36.95841905822071,,S
8314,0,1,"Wilcox, Mrs. Whitney",male,41.06045594556451,0,0,PC 452245,61.84584306764271,A2,C
8315,0,3,"Zavala, Mrs. Tracy",female,36.51606326113091,1,0,W.E.P. 478028,20.907890058903476,,S
8316,0,3,"Payne, Mr. Todd",male,39.31586180414983,0,0,CA 332561,27.233500652586258,,Q
8317,1,1,"Mccullough, Mrs. Jeffrey",female,40.24819981136267,0,0,SOTON/O 550061,131.64762186575095,G64,S
8318,1,3,"Bell, Master. Rachel",male,7.438081287274848,0,1,31864,11.829507358116247,,S
8319,1,3,"Stephens, Mrs. Joseph",male,20.53115610536152,1,1,98060,2.0158358910258403,,S
8320,0,1,"Kemp, Mrs. Gary",male,10.847328570952001,0,0,72881,201.4632470214891,,S
8321,0,1,"Russo, Dr. Corey",female,32.65021485186636,0,0,74182,0.3722448262763422,,S
8322,1,3,"Morales, Miss. Cathy",female,11.473179350260832,0,0,SC/Paris 759174,109.57295723236975,,C
8323,0,3,"Mcneil, Mr. Ashley",male,2.265339520974905,0,0,30883,87.42738366455096,,S
8324,0,1,"Pruitt, Mr. Juan",male,26.675317288389955,0,0,CA 234549,33.43536246192848,G149,S
8325,0,2,"Campbell, Mr. Terry",female,0.42,0,0,SOTON/O 156852,61.096974130769865,,S
8326,1,2,"Hall, Dr. Jessica",male,33.62233472609339,2,0,CA 789624,5.550879026373707,,C
8327,0,3,"Gill, Mrs. Rodney",female,12.393186672711618,1,0,46856,72.12511871151096,,S
